TeacherID,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,RatingTier
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04153,U00714,CR00059,2025-09-03,0.0,PayPal,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04156,U00716,CR00057,2025-08-29,177.34,PayPal,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04164,U00727,CR00056,2025-06-21,212.39,Credit Card,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04173,U00735,CR00056,2025-05-05,212.39,Credit Card,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04177,U00738,CR00056,2025-07-08,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04203,U00793,CR00056,2025-08-27,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04228,U00813,CR00058,2025-11-15,0.0,Credit Card,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04244,U00828,CR00057,2025-05-08,177.34,Bank Transfer,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04277,U00892,CR00059,2025-06-04,0.0,Bank Transfer,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04298,U00927,CR00014,2025-02-16,0.0,Credit Card,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04322,U00958,CR00059,2025-03-03,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04323,U00958,CR00058,2025-01-10,0.0,Credit Card,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04348,U01024,CR00059,2025-06-09,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04374,U01071,CR00056,2025-01-23,212.39,Credit Card,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04416,U01134,CR00058,2025-02-08,0.0,Bank Transfer,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04425,U01154,CR00058,2025-01-16,0.0,Bank Transfer,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04431,U01157,CR00059,2025-03-09,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04443,U01172,CR00056,2025-04-04,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04492,U01288,CR00057,2025-07-24,177.34,Credit Card,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04502,U01304,CR00060,2025-08-30,0.0,PayPal,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04523,U01326,CR00059,2025-08-06,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04543,U01362,CR00060,2025-10-09,0.0,PayPal,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04560,U01396,CR00059,2025-07-18,0.0,Bank Transfer,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04581,U01436,CR00013,2025-06-05,0.0,Bank Transfer,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04587,U01442,CR00056,2025-06-23,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04591,U01453,CR00058,2025-09-07,0.0,Bank Transfer,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04599,U01491,CR00058,2025-08-24,0.0,Bank Transfer,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04604,U01492,CR00059,2025-09-18,0.0,PayPal,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04642,U01592,CR00060,2025-09-11,0.0,Credit Card,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04671,U01665,CR00058,2025-09-12,0.0,Credit Card,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04722,U01769,CR00058,2025-08-21,0.0,Credit Card,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04738,U01808,CR00056,2025-10-03,212.39,PayPal,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04823,U02050,CR00060,2025-01-26,0.0,Bank Transfer,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04857,U02142,CR00056,2025-05-11,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04878,U02180,CR00013,2025-07-28,0.0,PayPal,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04882,U02185,CR00059,2025-02-21,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04950,U02343,CR00056,2025-06-11,212.39,Credit Card,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT04960,U02359,CR00060,2025-07-16,0.0,Credit Card,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05003,U02468,CR00059,2025-02-04,0.0,Bank Transfer,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05009,U02479,CR00058,2025-10-15,0.0,Credit Card,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05041,U02558,CR00058,2025-04-08,0.0,PayPal,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05067,U02625,CR00058,2025-10-19,0.0,Bank Transfer,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05069,U02626,CR00056,2025-07-24,212.39,Bank Transfer,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05077,U02644,CR00057,2025-11-08,177.34,Credit Card,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05120,U02742,CR00015,2025-06-21,285.05,Bank Transfer,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05158,U02781,CR00056,2025-12-28,212.39,PayPal,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05170,U02807,CR00059,2025-03-22,0.0,Bank Transfer,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05203,U02881,CR00059,2025-06-19,0.0,Credit Card,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05208,U02884,CR00059,2025-07-29,0.0,PayPal,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05216,U02887,CR00057,2025-11-06,177.34,Credit Card,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05219,U02890,CR00059,2025-03-28,0.0,Bank Transfer,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05242,U02940,CR00058,2025-11-19,0.0,PayPal,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Mid Rated
TC00002,Jill Day,32,Female,Digital Marketing,9,4.14,TT05263,U02978,CR00060,2025-03-10,0.0,Credit Card,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Mid Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02680,U00009,CR00006,2025-06-19,276.37,Credit Card,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02689,U00033,CR00006,2025-02-02,276.37,Bank Transfer,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02718,U00098,CR00010,2025-05-26,0.0,Bank Transfer,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02765,U00219,CR00009,2025-02-02,0.0,PayPal,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02883,U00511,CR00019,2025-05-08,0.0,Bank Transfer,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02928,U00629,CR00007,2025-05-17,0.0,Bank Transfer,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02945,U00679,CR00006,2025-08-22,276.37,PayPal,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02956,U00695,CR00010,2025-06-03,0.0,Bank Transfer,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT02967,U00726,CR00001,2025-03-16,472.28,Bank Transfer,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03051,U00960,CR00007,2025-11-23,0.0,Credit Card,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03059,U00978,CR00009,2025-06-05,0.0,Bank Transfer,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03070,U01010,CR00007,2025-06-22,0.0,Bank Transfer,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03091,U01076,CR00010,2025-05-18,0.0,Credit Card,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03171,U01294,CR00007,2025-05-07,0.0,PayPal,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03179,U01312,CR00007,2025-03-26,0.0,PayPal,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03231,U01464,CR00009,2025-08-21,0.0,Credit Card,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03252,U01516,CR00007,2025-03-13,0.0,PayPal,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03317,U01679,CR00010,2025-08-22,0.0,Credit Card,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03403,U01889,CR00007,2025-02-22,0.0,Credit Card,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03413,U01914,CR00007,2025-10-21,0.0,Credit Card,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03437,U01982,CR00006,2025-07-24,276.37,PayPal,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03466,U02059,CR00019,2025-03-28,0.0,Bank Transfer,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03487,U02110,CR00006,2025-11-26,276.37,Bank Transfer,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03497,U02128,CR00008,2025-11-18,0.0,Credit Card,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03584,U02366,CR00016,2025-08-27,0.0,Credit Card,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03586,U02375,CR00006,2025-08-25,276.37,PayPal,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Low Rated
TC00003,Amber Torres,32,Male,Design,4,1.56,TT03643,U02500,CR00020,2025-10-04,0.0,Credit Card,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Low Rated
